"io-title","RIVALS"
"cl-badgeServant-generic-wait","[La patience est une vertu, qu'ils disaient.|Vous devriez attendre un peu plus.|Je ne pourrai pas vous aider aujourd'hui.|Je ne suis pas désolé.| La patience ne fait pas partie de vos qualités, je suppose ?]"
"cl-badgeServant-generic-refillTreasureHunter","[Voilà pour vous|Prenez-le et partez|Je fais juste mon devoir, pas besoin de me remercier|Cela devrait suffire à déterrer un trésor supplémentaire|Bonne chasse au trésor]."
"badgeServant-animalTrade","Après avoir doublement vérifié mon insigne, le serviteur m'a accueilli un peu plus amicalement. Il offrait d'acquérir toutes sortes de trophées d'animaux que j'avais rassemblés pour le commerce ou pour la renommée. Il m'a assuré que les taxidermistes attendaient désespérément plus de matière première."
"cl-badgeServant-animalTrade","[Ah, vous êtes à la chasse.|Très bien, mes clients seront satisfaits de vos nouveaux approvisionnements.|Avez-vous collecté des matières premières ?|Dépêchez-vous, j'ai des clients qui attendent.|Vous êtes juste un serviteur, tout comme moi .]"

"io-endGame","Félicitations, vous avez survécu à l'expédition ! Il est temps pour vous de faire un retour triomphal !"
"io-gameover-success","Votre retour a été triomphal !"

"io-pyramid-found","Félicitations, vous avez trouvé une Pyramide d'or ! Vous pouvez maintenant accéder à l'Alpha de Curious Expedition 2 (Windows uniquement) sur notre serveur Discord !"
"io-pyramid-found-other","La Pyramide d'or a été découverte par $user – mais vous pouvez la trouver aussi et obtenir un accès à l'Alpha de Curious Expedition 2 (Windows uniquement) !"
"io-pyramid-not-found","La Pyramide d'or de ce monde n'a pas encore été trouvée – découvrez-la pour obtenir un accès à l'Alpha de Curious Expedition 2 (Windows uniquement) !"
"io-pyramid-activate","Demandez un accès à l'Alpha"

"io-alpha-yourkey","Votre clé pour l'Alpha :"
"io-alpha-instructions-header","Suivez ces instructions pour jouer à l'Alpha de Curious Expedition 2 (Windows uniquement) dès maintenant !"
"io-alpha-instructions-1","1. Cliquez sur le bouton ci-dessous pour rejoindre notre serveur Discord"
"io-alpha-instructions-2","2. Cliquez sur l'utilisateur ""Mr. Slippers"" dans la liste des utilisateurs connectés sur votre droite"
"io-alpha-instructions-3","3. Envoyez-lui votre clé (la clé a été automatiquement copié dans votre presse-papiers) en message privé"
"io-alpha-instructions-4","4. Mr. Slippers vous donnera votre accès à l'Alpha"
"io-alpha-join","Rejoignez-nous pour obtenir un accès à l'Alpha"

"io-alpha-notify-title","Accès à l'Alpha débloqué !"
"io-alpha-notify-desc","Allez dans le menu des paramètres pour savoir comment jouer à Curious Expedition 2."

"pl-arcticHunter-title","Indigène – Chasseur"
"st-pathfinder-1-title","Pisteur 1"
"st-pathfinder-2-title","Pisteur 2"
"st-pathfinder-3-title","Pisteur 3"
"st-pathfinder-4-title","Pisteur 4"
"st-pathfinder-description","Réduit le coût des déplacements dans les terres arctiques."
"evt-village-recruit-select-humanoid-arcticHunter-action","$name le chasseur"
"evt-village-recruit-select-humanoid-arcticHunter","[Il est difficile d'acquérir des connaissances sur ces terres gelées|J'étais sûr qu'un guide nous aiderait beaucoup au vu de notre situation|Nous étions sûrs de passer un peu de temps dans l'Arctique], du coup j'ai accueilli $name dans notre expédition."

"pl-scientificAssistant-title","Assistant scientifique"
"pk-researchAssistance-1-title","{Assistant de recherche 1|Assistante de recherche 1}"
"pk-researchAssistance-2-title","{Assistant de recherche 2|Assistante de recherche 2}"
"pk-researchAssistance-3-title","{Assistant de recherche 3|Assistante de recherche 3}"
"pk-researchAssistance-4-title","{Assistant de recherche 4|Assistante de recherche 4}"
"pk-researchAssistance-description","Gain de santé mentale accru lors de la découverte d'un nouveau spécimen de papillon."

"anm-yakul-title","Yakul"
"anm-yakul","Une créature fidèle ressemblant à un cerf. Une fois monté, il est très rapide et capable de grimper facilement n'importe quelle colline."

"emy-trex-name","Tyrannosaurus rex"
"it-trexTooth-name","Dents de T-rex"
"it-trexTooth","Une dent très précieuse de Tyrannosaurus rex."
"zn-trex-name","T-rex"
