"io-title","RIVALS"
"st-pathfinder-2-title","Yol bulucu 2"
"st-pathfinder-3-title","Yol bulucu 3"
"st-pathfinder-4-title","Yol bulucu 4"
"st-pathfinder-description","Buzullarda hareket maliyeti düşürüldü."
"evt-village-recruit-select-humanoid-arcticHunter-action","$name the hunter"
"evt-village-recruit-select-humanoid-arcticHunter","[Bu donmuş topraklar hakkında bilgi edinmek zor|Bir rehberin bizim durumumuzda çok yardımcı olacağından emindim|Kuzey Kutbu'nda biraz zaman geçirdiğimizden emindim], bu yüzden $name'i ekibimize davet ettim."

"pl-scientificAssistant-title","Bilimsel Asistan"
"pk-researchAssistance-1-title","Araştırma Yardımı 1"
"pk-researchAssistance-2-title","Araştırma Yardımı 2"
"pk-researchAssistance-3-title","Araştırma Yardımı 3"
"pk-researchAssistance-4-title","Araştırma Yardımı 4"
"pk-researchAssistance-description","Yeni bir kelebek örneği keşfederken artan akıl sağlığı kazancı."

"anm-yakul-title","Yakul"
"anm-yakul","Güvenilir bir geyik benzeri yaratık. Üzerine binildiği zaman çok hızlı ve kolaylıkla tepelere çıkabilir."

"emy-trex-name","Tyrannosaurus Rex"
"it-trexTooth-name","T-rex tooth"
"it-trexTooth","The tooth of a Tyrannosaurus rex. Very valuable."
"zn-trex-name","T-rex"
