"@authors","Iris Schäfer, Dennis Kogel, Mascha Camino, Maschinen-Mensch"
"evt-harbor-dismissUnit-2","[Ich ließ $name am Hafen zurück|Wir führten $name vom Schiff|Wir mussten $name zurücklassen|Wir konnten $name nicht mitnehmen]. [Wir hatten einfach nicht genügend Platz, um $ihn mitzunehmen|Jemand anderes und ehrlich gesagt wichtigeres benötigte den Platz] und ich war mir sicher, dass [eine andere Abenteurergruppe einen Nutzen an $name finden würde|$er keine Schwierigkeiten haben würde, ein neues Zuhause zu finden|$er ohnehin in heimischen Gefilden glücklicher wäre]."
"evt-harbor-dismissUnit-action-1","Ich habe meine Meinung geändert"
"evt-harbor-dismissUnit-action","Expeditionsmitglied entlassen"
"evt-harbor-dismissUnit","[Ich sah mich gezwungen, zu entscheiden|Auch wenn es ärgerlich war, musste ich entscheiden|Es war keine leichte Aufgabe, doch ich musste entscheiden], [wen ich entlassen sollte|wer das Schiff verlassen musste|wer nicht länger ein Teil unserer Gruppe sein würde|wer uns nicht auf die nächste Expedition begleiten sollte]."
"evt-harbor-equipment-title","Ausrüstung"
"evt-harbor-offer-map-action","Karte ansehen"
"evt-harbor-offer-map","Ich führte ein kurzes Gespräch mit einem Späher. Er befand sich im Besitz einer _Schatzkarte_, die er bereit war, für einen [guten|gewissen] Preis aufzugeben."
"evt-harbor-quest-80Days-complete-1","Der ältere Herr begutachtete uns mit [einem hochmütigen Lächeln|einem abschätzigen Gesichtsausdruck|mit einem verächtlichen Ausdruck auf dem Gesicht]. Er erinnerte mich an [unsere Wette|unsere Abmachung|die Herausforderung, die ich angenommen hatte]. Leider hatte ich zu lange gebraucht. Ich fragte mich, ob mein Scheitern in dieser Sache sich auf meinen Ruf auswirken würde."
"evt-harbor-quest-80Days-complete","Der ältere Herr [zog seinen Hut vor unserer Leistung|schien zu gleichen Teilen von Freude und Neid erfüllt|war verblüfft]. Er hatte daran gezweifelt, [dass wir innerhalb von _80 Tagen_ zurückkehren konnten|dass es möglich sei, innerhalb von _80 Tagen_ zurückzukehren], aber wir hatten ihn eines Besseren belehrt. Er beglückwünschte mich und [überreichte mir eine stattliche Belohnung|belohnte uns für unsere Mühen]."
"evt-harbor-quest-80Days","[Ein älterer Herr trat an mich heran|Ich wurde von einem älteren Herren begrüßt|Ein älterer Herr erschien an meinem Dock], [während|als] ich [wartete|mir die Zeit vertrieb|meine Vorbereitungen traf]. Er forderte mich heraus, meine Expedition innerhalb von _80 Tagen_ abzuschließen und versprach mir eine satte Belohnung, sollte ich Erfolg haben."
"evt-harbor-quest-81","Der Mann schüttelte meine Hand, als ich das Angebot annahm. Zum Abschied zog er seinen Hut und wünschte mir viel Glück auf meiner Reise."
"evt-harbor-quest-82","Ich lehnte die Herausforderung ab. Von derlei Nebensächlichkeiten würde ich mich nicht von meiner Expedition ablenken lassen."
"evt-harbor-quest-blackHyena-1","Er nickte dankbar und wünschte uns viel Glück bei der Jagd."
"evt-harbor-quest-blackHyena-2","Ich [weigerte mich, das Tier zu jagen|ignorierte seine Bitte|lehnte sein Angebot ab]. [Ich würde keine seltene Spezies ausrotten|Ich würde dieses kostbare Tier nicht töten|Ich würde mich nicht vom Ziel meiner Expedition ablenken lassen]."
"evt-harbor-quest-blackHyena-complete-1","Wir überreichten ihm Snarfrattles Pelz. Der Jäger nickte schweigsam und ich meinte, einen plötzlichen Anflug von Trauer in seinem vom Wetter gegerbten Gesicht zu erkennen."
"evt-harbor-quest-blackHyena-complete-2","Ich hatte keinen Pelz für ihn. Der Jäger war enttäuscht ob meines Versagens und verschwand bald darauf in der Menge."
"evt-harbor-quest-blackHyena-complete-action","Pelz überreichen"
"evt-harbor-quest-blackHyena-complete","Nicht lange nach meiner Ankunft erschien der Jäger. Er war begierig darauf, von Snarfrattles Tod zu erfahren."
"evt-harbor-quest-blackHyena","[Ein einäugiger|Ein einbeiniger|Ein einarmiger|Ein erfahrener|Ein grimmig aussehender|Ein alter] Jäger [trat mit einer Bitte an mich heran|machte mir ein interessantes Angebot|begrüßte mich höflich an jenem Morgen|bat höflich um meine Aufmerksamkeit]. Er [erzählte mir eine Geschichte|berichtete mir ausführlich|erzählte mir] über [eine böse|eine gefräßige|eine menschenfressende|eine tödliche] Hyäne namens _Snarfrattle_. Er verabscheute die Kreatur aus tiefsten Herzen und wollte[, dass ich die Bestie erlege| dem Ungeheuer ein Ende bereiten| sie tot sehen|, dass ich ihm einen Beweis über ihren Tod mitbringe| ihren Pelz als Nachweis über ihr grausames Ende| sie vom Antlitz der Erde verbannen]. Er versprach mir [eine satte Belohnung|eine angemessene Entschädigung], [sollten wir mit ihrem Pelz zurückkehren|sollte ich sie töten und ihm ihr Fell als Trophäe überreichen|sollte ich die Bestie finden und ihren Pelz nach England bringen]."
"evt-harbor-quest-escortVillager-1","Ich nahm den Auftrag an, seine Frau zu finden und heimzubringen. Er nickte mir dankbar zu und wünschte uns Glück."
"evt-harbor-quest-escortVillager-2","Ich lehnte ab. Ich konnte meine kostbare Zeit nicht mit derlei Dingen verschwenden."
"evt-harbor-quest-escortVillager-complete-1","Er war überglücklich, als er sie auf unserem Schiff erblickte. Kurz darauf fielen sie einander auch schon _in die Arme_. Das Paar dankte mir, sie zusammengeführt zu haben und verschwand glücklich in der Menge."
"evt-harbor-quest-escortVillager-complete-2","Ich wollte die _schlechten Neuigkeiten_ nur ungern überbringen, doch ich hatte keine Wahl. Als ich ihm erklärte, dass wir seine Frau nicht zurückbringen konnten, nickte er traurig und verließ rasch den Hafen."
"evt-harbor-quest-escortVillager-complete","$name war zum Hafen zurückgekehrt und wartete mit großer Aufregung auf Neuigkeiten zu seiner Liebsten."
"evt-harbor-quest-escortVillager","Ein reicher Ausländer namens $name [betrat das Schiff|betrat unser Dock|begrüßte mich|stellte sich vor]. [Er erzählte mir|Er erklärte], dass er [einst in dem Gebiet lebte|aus dem Gebiet stammte], [das wir aufsuchen wollten|zu dem uns unsere Expedition führte], bevor er [mit einigen Forschern nach England gereist war|einer Expedition beigetreten war und so nach London gelangte]. Er hatte [sich in der Zwischenzeit ein Leben hier aufgebaut|den Respekt der Bürger hier gewonnen|sich in der Stadt niedergelassen|es hier zu Reichtum und Ansehen geschafft] und bat mich, _seine Frau_ in seinem Heimatdorf zu finden und nach London zu bringen."
"evt-harbor-quest-husband-1","Ich nickte ergeben und versprach ihr, dass ich ihren Mann finden würde."
"evt-harbor-quest-husband-2","Ich gab ihrer Bitte nicht statt. Ich konnte mich nicht vom Ziel meiner Expedition ablenken lassen."
"evt-harbor-quest-husband-complete-1","Sie war überglücklich, als sie ihren Geliebten erblickte. Sie fielen einander in die Arme und vergossen viele Freudentränen. Ich konnte das Gefühl nicht abwehren, dass $name sich eigenartig verhielt und seine Frau etwas zu fest an sich drückte, ja ihr geradezu die Luft abzudrücken schien. Ich wünschte ihnen alles Gute."
"evt-harbor-quest-husband-complete-2","Sie war außer sich vor Freude über die Rückkehr ihres geliebten Gatten. Sie vielen einander in die Arme und schluchzten vor Erleichterung. Der Anblick versetzte mich in eine nachdenkliche Stimmung. Ich wusste, dass sie gemeinsam glücklich werden würden, trotz allem, was sie durchgestanden hatten."
"evt-harbor-quest-husband-complete-3","Ich hätte ihr zu gerne gute Neuigkeiten überbracht, doch es sollte nicht sein. Sie vergoss nicht eine Träne, als ich ihr berichtete, was vorgefallen war und dass wir nicht in der Lage gewesen waren, unser Versprechen zu erfüllen und ihren gelieben Gatten heimzubringen. Mit stoischem Blick schüttelte sie meine Hand, bevor sie in der Menge verschwand."
"evt-harbor-quest-husband-complete","Die Frau, die mich gebeten hatte, ihren _verschollenen Ehemann_ zu suchen, wartete am Dock auf uns."
"evt-harbor-quest-husband","Eine Frau trat mit einer Bitte an mich heran. Sie erzählte mir von ihrem _vermissten Ehemann_, einem Abenteurer, der von seiner letzten Expedition nicht mehr zurückgekehrt war. Sie flehte mich an, ihn zu finden und ihn, sofern er noch lebte, zu ihr zurückzubringen."
"evt-harbor-quest-idol-1","Er nickte uns dankbar zu und wünschte uns viel Glück."
"evt-harbor-quest-idol-2","Ich [weigerte mich, den Steingötzen zu besorgen|ignorierte seine Bitte]. [Was glaubte er denn? Hielt er uns etwa für eine Art Lieferdienst?|Ich würde nicht zulassen, dass wir von dem Ziel unserer Expedition abgelenkt würden.]"
"evt-harbor-quest-idol-complete-1","Wir übergaben ihm den Steingötzen. Ein Lächeln erhellte sein Gesicht, als er es in Händen hielt."
"evt-harbor-quest-idol-complete-2","Ich entschloss, den Steingötzen nicht abzugeben. Es gehörte mir. Der Händler war sehr aufgebracht über meine Entscheidung und zog bald darauf von dannen."
"evt-harbor-quest-idol-complete-action","Steingötze überreichen"
"evt-harbor-quest-idol-complete","Nicht lange nach meiner Ankunft trat der Händler an mich heran. Er war erpicht darauf, den Steingötzen zu sehen, das ich ihm mitzubringen versprochen hatte."
"evt-harbor-quest-idol","[Ein Kaufmann|Ein Händler|Ein Sammler] [trat mit einer Bitte an mich heran|hatte ein interessantes Angebot für mich|grüßte mich und stellte sich vor|bat höflich um meine Aufmerksamkeit]. [Er bat uns|Er trug uns auf], einen [wertvollen|mysteriösen|seltenen] _Steingötzen_ ausfindig zu machen, das [in einem Dorf|in einer Siedlung der Ureinwohner] [in dem Gebiet, zu dem wir aufbrechen sollten,|in dem Gebiet, in das uns unsere Expedition führen sollte,] [zu finden sein sollte|verehrt wurde]. [Er versprach uns|Er garantierte uns][, uns reich zu belohnen| eine stattliche Belohnung][, falls wir das Artefakt bergen sollten| für seine Auslieferung]."
"evt-harbor-quest-letter-1","Er überreichte uns einen [Brief|versiegelten Umschlag], den ich versprach zuzustellen."
"evt-harbor-quest-letter-2","Ich [weigerte mich, den Brief zuzustellen|ignorierte seine Bitte]. [Wir waren Forscher, keine Postbeamten|Wofür hielt er uns? Für die britische Post?|Ich würde nicht zulassen, dass wir von dem Ziel unserer Expedition abgelenkt würden]."
"evt-harbor-quest-letter","[Jemand|Ein Händler] [trat mit einer Bitte an mich heran|bat mich um meine Hilfe]. Er [musste|wollte] eine _Nachricht_ an den Häuptling eines Dorfes[ in der Region, zu der wir aufbrechen wollten|, auf das wir mit Sicherheit während unserer Reise stoßen würden], überbringen."
"evt-harbor-quest-mangoes-1","Die Dame war hocherfreut, dass ich ihrer Bitte entgegenkommen wollte. Sie wünschte uns viel Glück bei unserem Unterfangen."
"evt-harbor-quest-mangoes-2","Ich [lehnte ihr Angebot ab|ignorierte ihre Bitte]. [Obst war wohl kaum ein entscheidender Aspekt bei der Planung einer Expedition|Ich würde nicht zulassen, dass Mangos sich zwischen mich und meinen Lebenstraum stellten]!"
"evt-harbor-quest-mangoes-complete-1","_+20 Pfund_"
"evt-harbor-quest-mangoes-complete-2","Ich sagte ihr, Mangos seien leider aus. Einen Moment lang war sie enttäuscht, doch sie verließ das Dock ohne weitere Widerworte."
"evt-harbor-quest-mangoes-complete","Die Dame war hocherfreut, als sie die frischen Mangos in unserem Gepäck erblickte."
"evt-harbor-quest-mangoes","Eine wohlhabende Dame sprach mich an. [Sie bat mich, ihr _Mangos_ von meiner Expedition mitzubringen|Sie liebte _Mangos_ und bat mich, ihr welche von meiner nächsten Expedition mitzubringen]. [Sie versprach mir eine satte Belohnung|Sie war wie besessen von diesen Mangos]. Ihrer Ansicht nach konnte sich das hiesige Angebot in keinster Weise mit frischen Mangos messen."
"evt-harbor-quest-missionary-1","Ich nahm dankend an, da ich gerne [helfen würde,|meinen Teil tun würde, um] die Kunde Gottes zu verbreiten."
"evt-harbor-quest-missionary-2","Ich lehnte ab. Ich [sah es nicht ein|glaubte nicht daran], den Ureinwohnern [den westlichen Glauben|unwissenschaftliche Dogmen|diese Art der Indoktrination|derartige Praktiken|das Christentum] aufzuzwängen."
"evt-harbor-quest-missionary-action","Annehmen"
"evt-harbor-quest-missionary","[Diesen Morgen|Während wir warteten,|Während unserer Vorbereitungen] wurde ich von $name angesprochen. $Er [war hergekommen|wollte diese Reise antreten|hatte entschlossen, England zu verlassen] und [bat darum, dass wir|flehte uns an, dass wir|bestand darauf, dass wir] mit $ihm ein nahegelegenes Dorf aufsuchten, auf dass $er die Kunde Gottes verbreiten könne."
"evt-harbor-quest-musician-1","Der Händler war entzückt, dass ich seiner Bitte entgegenkommen wollte. Er wünschte uns Glück und eine sichere Reise."
"evt-harbor-quest-musician-2","Ich [weigerte mich, nach Instrumenten zu suchen|wies seine Bitte zurück|lehnte sein Angebot ab]. [Was glaubte er, wer ich sei? Hielt er mich etwa für eine Art von Lieferdienst?|Von derlei Nebensächlichkeiten würde ich mich nicht von meiner Expedition ablenken lassen]."
"evt-harbor-quest-musician-complete-1","Ich verkaufte ihm die Trommel."
"evt-harbor-quest-musician-complete-2","Ich verkaufte ihm eine perfekt kalibrierte Bongotrommel."
"evt-harbor-quest-musician-complete-3","Ich verkaufte ihm eine Hornflöte."
"evt-harbor-quest-musician-complete-4","Der Sammler wirkte enttäuscht und verließ eilig das Hafengebiet. Ich fragte mich, ob diese Begegnung meinem Ruf schaden würde."
"evt-harbor-quest-musician-complete-5","Der Sammler schien entzückt über die Gegenstände, die wir ihm verkauft hatten. Gemeinsam mit seinen soeben erworbenen Schätzen verließ er guter Dinge das Hafengebiet."
"evt-harbor-quest-musician-complete-action-1","Gestimmte Trommel überreichen"
"evt-harbor-quest-musician-complete-action-2","Hornflöte überreichen"
"evt-harbor-quest-musician-complete-action-3","Ich habe nichts"
"evt-harbor-quest-musician-complete-action-4","Das ist alles"
"evt-harbor-quest-musician-complete-action","Trommel überreichen"
"evt-harbor-quest-musician-complete","Der Sammler war hochinteressiert an den Instrumenten, die wir gefunden hatten."
"evt-harbor-quest-musician","[Ein Kaufmann|Ein Museumsdirektor|Ein Händler|Ein Liebhaber seltener Gegenstände] [trat mit einer Bitte an mich heran|machte mir ein interessantes Angebot|grüßte mich freundlich an jenem Morgen|bat höflich um einen Moment meiner Zeit]. Er verstand sich als Sammler und versprach mir, mich für jedes _Instrument_, das ich ihm bringen konnte, reich zu entlohnen."
"evt-harbor-quest-reward-1","[Wir erhielten|Man überreichte mir|Ich erhielt|Man überreichte uns] Geld [als Dank für unseren Gefallen|als Lohn für all unsere Mühen|als ein Zeichen aufrichtigen Dankes]."
"evt-harbor-quest-reward-2","[Wir erhielten|Man überreichte mir|Ich erhielt|Man überreichte uns] die stattliche _Summe_ [als Lohn für unsere Mühen|als Entlohnung für unsere Taten|als ein Zeichen aufrichtigen Dankes]."
"evt-harbor-quest-reward-action","Belohnung erhalten"
"evt-harbor-quest-reward","[Wir erhielten|Man überreichte mir|Ich erhielt|Man überreichte uns] Geld [als Entlohnung für all unsere Mühen|als Lohn für unsere Taten|als Zeichen aufrichtigen Dankes]."
"evt-harbor-quest-schroedinger-1","Er nickte mir dankbar zu und wünschte uns alles Gute. Bevor das Schiff ablegte, warnte er uns, die Schatulle nicht zu öffnen."
"evt-harbor-quest-schroedinger-2","Ich [lehnte seine Bitte ab|ignorierte seine Bitte|lehnte sein Angebot ab]. [Ich hatte kein Interesse daran, die Erde auf der Suche nach Schatullen zu durchpflügen|Ich wollte mir nicht die Hände schmutzig machen|Ich würde nicht zulassen, dass unsere Expedition aus den Fugen geriet]."
"evt-harbor-quest-schroedinger-complete-1","Wir überreichten ihm die geheimnisvolle Schatulle. Der Wissenschaftler war erleichtert, dass wir sie gefunden hatte und verstaute sie mit großer Sorgfalt in seiner Tasche."
"evt-harbor-quest-schroedinger-complete-2","Ich entschloss, die Schatulle selbst zu behalten. Der Wissenschaftler [war tief gekränkt|war völlig außer sich] und fluchte über meinen Mangel an Integrität. Als er unser Dock verließ, warnte er uns noch einmal, sie niemals zu öffnen."
"evt-harbor-quest-schroedinger-complete-3","Ich hatte keine Schatulle für ihn. Der Wissenschaftler war sichtlich aufgebracht."
"evt-harbor-quest-schroedinger-complete-action-1","Ablehnen"
"evt-harbor-quest-schroedinger-complete-action","Schatulle überreichen"
"evt-harbor-quest-schroedinger-complete","Nicht lange nach meiner Ankunft trat der Wissenschaftler an mich heran. Er konnte es kaum erwarten, die _geheimnisvolle Schatulle_ in Händen zu halten."
"evt-harbor-quest-schroedinger","Ein Wissenschaftler trat an jenem Morgen mit einer Bitte an mich heran. Er berichtete mir von einer _geheimnisvollen Schatulle_, die in dem Gebiet, das wir aufsuchen wollten, vergraben war. Er versprach uns eine satte Belohnung, sollten wir ihm die Schatulle überreichen können."
"evt-harbor-recruit-1","[Wie ich mit Stolz feststellte,|Als einer der berühmtesten Expeditionsleiter|Wie ich mit Freude beobachtete,|Da sich die Neuigkeiten über meine glorreichen Abenteuer weit verbreitet hatten,] [hatte sich mein Name unter angehenden Abenteurern herumgesprochen|hatten die Berichte über meine Heldentaten allerhand abenteuerlustige Gestalten angelockt|hatten die Berichte über meine früheren Expeditionen einiges an Aufmerksamkeit hervorgerufen|hatte die Beladung unseres Schiffes eine recht große Menschenmenge angelockt]. [Viele neue Rekruten meldeten sich|Ich wurde von mehreren fähigen Personen angesprochen], [die willens waren, sich mit mir ins Ungewisse zu wagen|die risikofreudig genug waren, um an meinem Unterfangen teilhaben zu wollen|die nach einem Abenteuer verlangen|die mehr über die seltsamen Länder erfahren wollten, zu dessen Ufern wir aufbrechen wollten|die die Wahrheit über die Legenden um meine Taten erfahren wollten|die nach Ruhm und Ehre trachteten]. Wen wollte ich _rekrutieren?_"
"evt-harbor-recruit-2","[Diese Expedition könnte mir den ersten Platz unter meinen Forscherkollegen sichern|Der Wettstreit um den ersten Platz und die heißbegehrte Statue im Forscherclub verschärfte sich spürbar|Meine letzten Expeditionen waren recht erfolgreich gewesen und ich war mir sicher, mein Antlitz bald in der Statue verewigt zu sehen]. [Die Kunde über meine Taten hatte sich in der ganzen Stadt verbreitet|Mein Name war bereits in aller Munde|Mein Ruf ging mir voraus] [und viele Menschen waren vor Ort, um meine Abreise mitzuerleben|und hatte allerlei abenteuerlustige Gestalten angelockt|und brachte viele neue Rekruten an mein Dock, die der Expedition beitreten wollten]. Wen wollte ich _rekrutieren?_"
"evt-harbor-recruit-3","[Mein Ansehen war noch recht gering, doch bereits jetzt sah ich,|Nach all den Mühen meiner vergangenen Expeditionen war ich erfreut,] dass [unsere Abenteuer eine gewisse Aufmerksamkeit erlangt hatten|eine wachsende Gruppe von Menschen sich um unser Schiff versammelte]. Wen wollte ich _rekrutieren?_"
"evt-harbor-recruit-action","Nein danke"
"evt-harbor-recruit-artist-action","$name, {der Künstler|die Künstlerin}"
"evt-harbor-recruit-artist","Unsere Expedition könnte ein künstlerisches Talent wie $name gebrauchen."
"evt-harbor-recruit-bedouin-action","$name, {der Beduine|die Beduinin}"
"evt-harbor-recruit-bedouin","Wir konnten einen Beduinen gebrauchen und hießen $name in unserer Gruppe willkommen."
"evt-harbor-recruit-cook-action","$name, {der Koch|die Köchin}"
"evt-harbor-recruit-cook","Einen Koch wie $name in unserer Expeditionsgruppe zu haben, konnte nur von Vorteil sein."
"evt-harbor-recruit-cultist-action","$name, {der Kultist|die Kultistin}"
"evt-harbor-recruit-cultist","Womöglich könnte ein Kultist wie $name für uns von Nutzen sein."
"evt-harbor-recruit-missionary-action","$name, {der Missionar|die Missionarin}"
"evt-harbor-recruit-missionary","Unsere Expedition konnte sicherlich einen Missionar gebrauchen, also hießen wir $name willkommen."
"evt-harbor-recruit-parsiTrader-action","$name, {der Händler|die Händlerin}"
"evt-harbor-recruit-parsiTrader","Wir konnten mit Sicherheit einen Händler wie $name gebrauchen."
"evt-harbor-recruit-persianTranslator-action","$name, {der Übersetzer|die Übersetzerin}"
"evt-harbor-recruit-persianTranslator","Wir konnten einen Übersetzer gebrauchen, also hieß ich $name in unserer Gruppe willkommen."
"evt-harbor-recruit-sailor-action","$name, der Seemann"
"evt-harbor-recruit-sailor","Wir konnten einen talentierten Matrosen gebrauchen und hießen $name in unserer Gruppe willkommen."
"evt-harbor-recruit-soldierBritish-action","$name, der Soldat"
"evt-harbor-recruit-soldierBritish","Wir konnten einen Soldaten wie $name gebrauchen und hießen ihn willkommen."
"evt-harbor-recruit-soldierScottish","Ohne Zweifel konnten wir einen Soldaten von dem Kaliber von $name in unserer Expeditionsgruppe gebrauchen."
"evt-harbor-recruit-sterling-action","$name, der Diplomat"
"evt-harbor-recruit-sterling","Ein Talent wie $name könnte für unsere Expedition nur von Nutzen sein."
"evt-harbor-recruit-timLuis-1","Wir konnten die Hilfe der beiden Freunde gebrauchen und begrüßten sie in unserem Team."
"evt-harbor-recruit-timLuis-action","$name und Luis"
"evt-harbor-recruit-timLuis","Unsere Gruppe hatte bereits ihre maximale Größe erreicht. Wir würden jemanden entlassen müssen, bevor wir ein neues Mitglied aufnehmen konnten."
"evt-harbor-recruit","[Meine früheren Expeditionen hatten keine große Beachtung erlangt|Die Kunde über meine Taten musste sich erst verbreiten|Neben mir bereiteten noch weit berühmtere Abenteurer ihre Expeditionen vor], [sodass an meinem Dock kein sonderlich großer Andrang herrschte|also war ich nicht überrascht zu sehen, dass unsere Abreise keine große Aufmerksamkeit erlangte]. [Immerhin sah ich|Ich war erleichtert zu sehen], [dass jemand gekommen war|dass wenigstens eine interessierte Person an meinem Schiff aufgetaucht war|dass jemand den Weg zu meinem Schiff auf sich genommen hatte|dass ein Rekrut sich an unserem Schiff eingefunden hatte] [und anbot, unserer Expedition beizutreten|und willens schien, sich der Gruppe anzuschließen|und bereit war, sich mit uns auf eine große Reise zu wagen]."
"evt-harbor-select-action-1","Tieraufrüstung"
"evt-harbor-select-action","Ausrüstung kaufen"
"evt-harbor-select","[Gerade rechtzeitig|Endlich|Zu meinem Entzücken|Zu meiner großen Freude] war [das|unser] Schiff bereit[ zur Abreise|, in See zu stechen|, den Hafen zu verlassen|, uns zu neuen Ufern zu tragen|, uns in weite Ferne zu tragen|, abzulegen]."
"evt-harbor-setSail-action","Segel setzen"
"evt-harbor","[Am frühen Morgen|Mit frischer, salziger Luft in meinen Lungen|Voller Aufregung|Voller Aufregung ob des nahenden Abenteuers|Im frühen Morgengrauen|Nach einer erholsamen Nacht|Nachdem ich die ganze Nacht kein Auge zugetan hatte,] [erreichte ich den Hafen|bahnte ich mir meinen Weg zu den Docks|verstaute ich meine Ausrüstung auf dem Schiff|fand ich mich am Hafen wieder|eilte ich mit hastigen Schritten zum Hafen|traf ich in großer Eile am Hafen ein]. [Die Crew musste noch einige Vorbereitungen treffen|Der Kapitän war noch nicht eingetroffen|Es gab noch einiges zu tun|Wir hatten nur wenig Zeit, bevor die Reise beginnen sollte], [also trank ich eine letzte Tasse Tee|also genoss ich die kühle Luft an Deck|also saß ich am Dock und wartete auf unsere Abfahrt|also versuchte ich, so gut wie möglich zu helfen|also vertrieb ich mir die Zeit, indem ich einige Steine übers Wasser tanzen ließ|also verlor ich mich in Tagträumen darüber, was uns auf der Reise erwarten mochte]."
"evt-healingSprings-enter-action","Quellen erkunden"
"evt-healingSprings-enter","[Wir erreichten|Wir stießen auf] [einen Ort unermesslicher, natürlicher Pracht|natürliche Thermalquellen]. Das Wasser [schmeckte salzig|besaß eine eigenartige Färbung] - [vermutlich aufgrund des geothermalen Grundwassers|seine heilenden Kräfte waren offensichtlich]."
"evt-healingSprings-morning-1","Das Bad in den heißen Quellen hatte all unsere Wunden auf wundersame Weise geheilt."
"evt-healingSprings-morning","[Wir erlebten ein paar angenehme Tage|Wir genossen den Aufenthalt]. [Dichter Nebel bedeckte den Boden|Das Wasser glitzerte im Sonnenlicht|Feiner Dampf stieg von der Wasseroberfläche empor|Es war keine leichte Aufgabe, meine Begleiter zu überzeugen, unsere Vorräte einzupacken], als wir uns bereit machten, wieder aufzubrechen."
"evt-hotAirBalloon-abort-action","Abbrechen"
"evt-hotAirBalloon-abort-leave","Dies war nicht der Tag, um der Chance auf Ruhm zu entfliehen. Wir packten den Ballon zusammen und setzten unsere Expedition fort."
"evt-hotAirBalloon-abort","Ich änderte meine Meinung."
"evt-hotAirBalloon-access","Der Heißluftballon würde einige Tage benötigen, bis er zur Abreise bereit war. In seinem Tragekorb war nur wenig Platz. Alles, was nicht hineinpasste, würde zurückbleiben müssen."
"evt-hotAirBalloon-explore-action","Auf Heißluftballon zugreifen"
"evt-hotAirBalloon-fail","Ich versuchte, den Heißluftballon alleine aufzubauen, doch es schien unmöglich zu sein. Ich brauchte mindestens ein weiteres Expeditionsmitglied."
"evt-hotAirBalloon-makeRoom-1","Ich entschloss, mich von $name zu trennen. Ohne $ihn konnte ich weitaus mehr kostbare Beute mitnehmen."
"evt-hotAirBalloon-makeRoom-action-1","Genug"
"evt-hotAirBalloon-makeRoom-action","Platz schaffen"
"evt-hotAirBalloon-makeRoom","Ich überlegte, jemanden zurückzulassen, um mehr Platz für kostbare Wertgegenstände zu machen."
"evt-hotAirBalloon-stash-action","Ballon bereitmachen"
"evt-hotAirBalloon-stash-title","Heißluftballon-Lagerraum"
"evt-hotAirBalloon-takeOff-1","Ich gratulierte $name, doch statt [Freude|Aufregung|Dankbarkeit] sah ich nur [Trauer|Bedauern] in $seinen Augen. $Er [sagte mir, $er wäre froh, mich nicht mehr wiedersehen zu müssen|sagte, $er würde meine Abreise feiern|hatte das Gefühl, dieses Land nicht hinter sich lassen zu können]. $Er [wollte lieber in der Heimat verweilen|wollte mir nicht in die Zivilisation folgen|erklärte, $sein Herz sei eng mit diesem Ort verbunden]."
"evt-hotAirBalloon-takeOff-2","$name war sehr erpicht darauf, mehr darüber zu erfahren, was ich $ihm von der zivilisierten Welt berichtet hatte und beschloss, mir zu folgen."
"evt-hotAirBalloon-takeOff-action","Abheben"
"evt-hotAirBalloon-takeOff","Wir schlossen unsere Vorbereitungen ab und machten uns bereit für die lange Heimreise."
"evt-hotAirBalloon-warped","Ich dachte daran, den Ballon einzusetzen, doch wohin sollte ich in diesem seltsamen Gebiet fliegen wollen?"
"evt-infected-companion","[In der Wildnis|Ohne Zugriff auf medizinische Ausrüstung] war es nahezu unmöglich, zu verhindern, dass sich Wunden entzündeten. Die Wunde von $name [begann, besonders übelerregend auszusehen|hatte zu faulen begonnen und stieß eine übelkeitserregende Menge an Eiter aus]."
"evt-infected-explorer","Meine Wunde [hat sich entzündet|hat zu faulen begonnen|verbreitet einen fauligen Geruch]. [Jeder Schritt|Jeder Tag|Jeder Atemzug] ist eine Qual."
"evt-infectedDeath-amulet","Die Wunden von $name waren $sein Todesurteil. Mit letzten Worten flehte $er mich an, $seiner Schwester $sein Familienamulett zu übergeben."
"evt-infectedDeath-companion","[Unter diesen Bedingungen war eine Infektion gleichbedeutend mit einem Todesurteil und $name|Eine tödliche Müdigkeit hatte von $name Besitz ergriffen und $er|Die Anstrengungen der Expedition hatten $name ermüdet und $er] erlag den Verletzungen."
"evt-infectedDeath-explorer","Ich habe kaum die Kraft, [diese letzten Worte zu schreiben|den Stift noch ein letztes Mal aufs Papier zu setzen]. Meine [Wunden|Verletzungen] [haben mich übermannt|werden mein Ende sein]. Ich werde sterben, hier draußen [in der Wildnis|in ebenjenen Ländern, die ich bewältigen wollte]."
"evt-infectedDeath-promise","$name atmete schwer und zitterte heftig. Unter letzten Anstrengungen bat $er mich, mich um $seine Verbliebenen zu kümmern. Bevor ich antworten konnte, stöhnte $er noch ein letztes Mal auf und dann war $er fort."
"evt-infectedHeal-1","Nach einigen äußerst erschöpfenden Tagen konnte mein Körper die Infektion und das damit einhergehende Fieber ausschwitzen."
"evt-infectedHeal","Dank einer robusten, körperlichen Verfassung gelang es $name, die Infektion zu überstehen. $Er hatte großes Glück, wieder gesund und munter zu sein."
